call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-013-0001,9813027004,9817346205,VOICE_IN,2024-10-14T10:21:00Z,18,TOWER-013-01,CDR-DUMP-013
CDR-013-0002,9817346205,9813027004,VOICE_OUT,2024-10-14T10:32:00Z,18,TOWER-013-01,CDR-DUMP-013
CDR-013-0003,9817346205,+919811013881,VOICE_OUT,2024-10-14T13:26:00Z,210,TOWER-013-01,CDR-DUMP-013
CDR-013-0004,VK-JIO-OTP,9817346205,SMS_IN,2024-10-14T17:54:00Z,0,TOWER-013-01,CDR-DUMP-013
CDR-013-0005,+919910013221,9817346205,VOICE_IN,2024-10-14T18:05:00Z,140,TOWER-013-01,CDR-DUMP-013
CDR-013-0006,9817346205,+919818013451,VOICE_OUT,2024-10-14T18:37:00Z,140,TOWER-013-01,CDR-DUMP-013
CDR-013-0007,+919810913711,9817346205,VOICE_IN,2024-10-14T21:49:00Z,210,TOWER-013-01,CDR-DUMP-013
CDR-013-0008,9817346205,9817346205,VOICE_OUT,2024-10-15T05:40:00Z,85,TOWER-013-01,CDR-DUMP-013
CDR-013-0009,9817346205,9813027004,VOICE_OUT,2024-10-15T12:19:00Z,18,TOWER-013-01,CDR-DUMP-013
CDR-013-0010,9817346205,9813027004,VOICE_OUT,2024-10-15T12:57:00Z,240,TOWER-013-01,CDR-DUMP-013
CDR-013-0011,+919811013881,9817346205,VOICE_IN,2024-10-15T13:16:00Z,60,TOWER-013-01,CDR-DUMP-013
CDR-013-0012,+919818013451,9817346205,VOICE_IN,2024-10-15T13:36:00Z,60,TOWER-013-01,CDR-DUMP-013
CDR-013-0013,+919910013221,9817346205,VOICE_IN,2024-10-15T14:47:00Z,140,TOWER-013-01,CDR-DUMP-013
CDR-013-0014,9817346205,+919810913711,VOICE_OUT,2024-10-15T15:08:00Z,25,TOWER-013-01,CDR-DUMP-013
CDR-013-0015,VK-JIO-OTP,9817346205,SMS_IN,2024-10-15T20:49:00Z,0,TOWER-013-01,CDR-DUMP-013
CDR-013-0016,9817346205,9817346205,VOICE_OUT,2024-10-16T05:45:00Z,85,TOWER-013-01,CDR-DUMP-013
CDR-013-0017,+919810913711,9817346205,VOICE_IN,2024-10-16T10:50:00Z,25,TOWER-013-01,CDR-DUMP-013
CDR-013-0018,+919818013451,9817346205,VOICE_IN,2024-10-16T10:55:00Z,210,TOWER-013-01,CDR-DUMP-013
CDR-013-0019,+919910013221,9817346205,VOICE_IN,2024-10-16T14:35:00Z,140,TOWER-013-01,CDR-DUMP-013
CDR-013-0020,9813027004,9817346205,VOICE_IN,2024-10-16T17:00:00Z,240,TOWER-013-01,CDR-DUMP-013
CDR-013-0021,9817346205,+919811013881,VOICE_OUT,2024-10-16T17:48:00Z,210,TOWER-013-01,CDR-DUMP-013
CDR-013-0022,9817346205,9813027004,VOICE_OUT,2024-10-16T19:51:00Z,310,TOWER-013-01,CDR-DUMP-013
CDR-013-0023,VK-JIO-OTP,9817346205,SMS_IN,2024-10-17T01:52:00Z,0,TOWER-013-01,CDR-DUMP-013
CDR-013-0024,9817346205,9817346205,VOICE_OUT,2024-10-17T06:00:00Z,140,TOWER-013-01,CDR-DUMP-013
CDR-013-0025,9817346205,+919810913711,VOICE_OUT,2024-10-17T10:28:00Z,140,TOWER-013-01,CDR-DUMP-013
CDR-013-0026,9817346205,9813027004,VOICE_OUT,2024-10-17T11:07:00Z,18,TOWER-013-01,CDR-DUMP-013
CDR-013-0027,+919910013221,9817346205,VOICE_IN,2024-10-17T15:00:00Z,25,TOWER-013-01,CDR-DUMP-013
CDR-013-0028,9817346205,+919818013451,VOICE_OUT,2024-10-17T15:33:00Z,210,TOWER-013-01,CDR-DUMP-013
CDR-013-0029,+919811013881,9817346205,VOICE_IN,2024-10-17T17:30:00Z,210,TOWER-013-01,CDR-DUMP-013
