transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-007-0001,410012345678,ACC-MERCHANT-7,2500.0,INR,2024-10-07T22:44:00Z,UPI,UTRUPI-20240700001,BANK-STMT-007
TXN-007-0002,410012345678,ACC-MERCHANT-7,3420.0,INR,2024-10-08T04:54:00Z,UPI,UTRUPI-20240700002,BANK-STMT-007
TXN-007-0003,410012345678,ACC-MERCHANT-17,7800.0,INR,2024-10-08T23:13:00Z,POS_DEBIT,UTRPOS-20240700004,BANK-STMT-007
TXN-007-0004,410012345678,ACC-MERCHANT-17,3420.0,INR,2024-10-09T01:35:00Z,UPI,UTRUPI-20240700003,BANK-STMT-007
TXN-007-0005,CDM-CASH-DEP-041,410012345678,45000.0,INR,2024-10-09T20:21:00Z,CASH_DEPOSIT,UTRCAS-20240700006,BANK-STMT-007
TXN-007-0006,410012345678,ACC-MERCHANT-27,7800.0,INR,2024-10-10T01:39:00Z,POS_DEBIT,UTRPOS-20240700005,BANK-STMT-007
TXN-007-0007,410012345678,ACC-MERCHANT-37,10000.0,INR,2024-10-10T19:50:00Z,ATM_WDL,UTRATM-20240700008,BANK-STMT-007
TXN-007-0008,CDM-CASH-DEP-041,410012345678,45000.0,INR,2024-10-10T23:43:00Z,CASH_DEPOSIT,UTRCAS-20240700007,BANK-STMT-007
TXN-007-0009,410012345678,ACC-MERCHANT-47,1250.0,INR,2024-10-11T22:16:00Z,UPI,UTRUPI-20240700010,BANK-STMT-007
TXN-007-0010,410012345678,ACC-MERCHANT-47,10000.0,INR,2024-10-11T23:25:00Z,ATM_WDL,UTRATM-20240700009,BANK-STMT-007
TXN-007-0011,ACC-VICTIM-007,410012345678,800000.0,INR,2024-10-12T21:30:00Z,RTGS,UTRRBIRTGS202407991823,BANK-STMT-007
TXN-007-0012,410012345678,410012345678,560000.0,INR,2024-10-12T21:45:00Z,IMPS,UTRIMPS202407882194,BANK-STMT-007
TXN-007-0013,410012345678,ATM-CASH-OUT-01,10000.0,INR,2024-10-12T22:30:00Z,ATM_WDL,ATMWDL0700013,BANK-STMT-007
TXN-007-0014,410012345678,ATM-CASH-OUT-02,10000.0,INR,2024-10-12T22:42:00Z,ATM_WDL,ATMWDL0700014,BANK-STMT-007
TXN-007-0015,410012345678,ATM-CASH-OUT-03,10000.0,INR,2024-10-12T22:54:00Z,ATM_WDL,ATMWDL0700015,BANK-STMT-007
TXN-007-0016,410012345678,ATM-CASH-OUT-04,10000.0,INR,2024-10-12T23:06:00Z,ATM_WDL,ATMWDL0700016,BANK-STMT-007
