transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-011-0001,502001234567,ACC-MERCHANT-11,2500.0,INR,2024-10-06T22:25:00Z,UPI,UTRUPI-20241100001,BANK-STMT-011
TXN-011-0002,502001234567,ACC-MERCHANT-11,3420.0,INR,2024-10-07T02:17:00Z,UPI,UTRUPI-20241100002,BANK-STMT-011
TXN-011-0003,502001234567,ACC-MERCHANT-21,3420.0,INR,2024-10-08T01:31:00Z,UPI,UTRUPI-20241100003,BANK-STMT-011
TXN-011-0004,502001234567,ACC-MERCHANT-21,7800.0,INR,2024-10-08T04:15:00Z,POS_DEBIT,UTRPOS-20241100004,BANK-STMT-011
TXN-011-0005,502001234567,ACC-MERCHANT-31,7800.0,INR,2024-10-08T22:49:00Z,POS_DEBIT,UTRPOS-20241100005,BANK-STMT-011
TXN-011-0006,CDM-CASH-DEP-041,502001234567,45000.0,INR,2024-10-09T01:40:00Z,CASH_DEPOSIT,UTRCAS-20241100006,BANK-STMT-011
TXN-011-0007,CDM-CASH-DEP-041,502001234567,45000.0,INR,2024-10-09T22:16:00Z,CASH_DEPOSIT,UTRCAS-20241100007,BANK-STMT-011
TXN-011-0008,502001234567,ACC-MERCHANT-41,10000.0,INR,2024-10-10T02:31:00Z,ATM_WDL,UTRATM-20241100008,BANK-STMT-011
TXN-011-0009,502001234567,ACC-MERCHANT-51,1250.0,INR,2024-10-10T23:29:00Z,UPI,UTRUPI-20241100010,BANK-STMT-011
TXN-011-0010,502001234567,ACC-MERCHANT-51,10000.0,INR,2024-10-11T01:50:00Z,ATM_WDL,UTRATM-20241100009,BANK-STMT-011
TXN-011-0011,ACC-VICTIM-011,502001234567,1000000.0,INR,2024-10-11T21:30:00Z,RTGS,UTRRBIRTGS202411991823,BANK-STMT-011
TXN-011-0012,502001234567,502001234567,700000.0,INR,2024-10-11T21:45:00Z,IMPS,UTRIMPS202411882194,BANK-STMT-011
TXN-011-0013,502001234567,ATM-CASH-OUT-01,10000.0,INR,2024-10-11T22:30:00Z,ATM_WDL,ATMWDL1100013,BANK-STMT-011
TXN-011-0014,502001234567,ATM-CASH-OUT-02,10000.0,INR,2024-10-11T22:42:00Z,ATM_WDL,ATMWDL1100014,BANK-STMT-011
TXN-011-0015,502001234567,ATM-CASH-OUT-03,10000.0,INR,2024-10-11T22:54:00Z,ATM_WDL,ATMWDL1100015,BANK-STMT-011
TXN-011-0016,502001234567,ATM-CASH-OUT-04,10000.0,INR,2024-10-11T23:06:00Z,ATM_WDL,ATMWDL1100016,BANK-STMT-011
