call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-011-0001,+919810911711,9817346205,VOICE_IN,2024-10-12T12:23:00Z,60,TOWER-011-01,CDR-DUMP-011
CDR-011-0002,9817346205,+919811011881,VOICE_OUT,2024-10-12T13:24:00Z,60,TOWER-011-01,CDR-DUMP-011
CDR-011-0003,9817346205,+919818011451,VOICE_OUT,2024-10-12T15:38:00Z,210,TOWER-011-01,CDR-DUMP-011
CDR-011-0004,9817346205,9811027004,VOICE_OUT,2024-10-12T17:53:00Z,310,TOWER-011-01,CDR-DUMP-011
CDR-011-0005,9817346205,9811027004,VOICE_OUT,2024-10-12T19:31:00Z,120,TOWER-011-01,CDR-DUMP-011
CDR-011-0006,9817346205,+919910011221,VOICE_OUT,2024-10-12T22:10:00Z,60,TOWER-011-01,CDR-DUMP-011
CDR-011-0007,VK-JIO-OTP,9817346205,SMS_IN,2024-10-13T02:18:00Z,0,TOWER-011-01,CDR-DUMP-011
CDR-011-0008,9817346205,9817346205,VOICE_OUT,2024-10-13T05:36:00Z,40,TOWER-011-01,CDR-DUMP-011
CDR-011-0009,9817346205,9811027004,VOICE_OUT,2024-10-13T09:56:00Z,45,TOWER-011-01,CDR-DUMP-011
CDR-011-0010,9817346205,+919910011221,VOICE_OUT,2024-10-13T13:43:00Z,25,TOWER-011-01,CDR-DUMP-011
CDR-011-0011,VK-JIO-OTP,9817346205,SMS_IN,2024-10-13T18:18:00Z,0,TOWER-011-01,CDR-DUMP-011
CDR-011-0012,+919810911711,9817346205,VOICE_IN,2024-10-13T18:56:00Z,210,TOWER-011-01,CDR-DUMP-011
CDR-011-0013,9817346205,+919811011881,VOICE_OUT,2024-10-13T19:36:00Z,60,TOWER-011-01,CDR-DUMP-011
CDR-011-0014,9817346205,9811027004,VOICE_OUT,2024-10-13T20:02:00Z,240,TOWER-011-01,CDR-DUMP-011
CDR-011-0015,+919818011451,9817346205,VOICE_IN,2024-10-13T20:31:00Z,60,TOWER-011-01,CDR-DUMP-011
CDR-011-0016,9817346205,9817346205,VOICE_OUT,2024-10-14T05:40:00Z,140,TOWER-011-01,CDR-DUMP-011
CDR-011-0017,9817346205,9811027004,VOICE_OUT,2024-10-14T10:37:00Z,120,TOWER-011-01,CDR-DUMP-011
CDR-011-0018,+919811011881,9817346205,VOICE_IN,2024-10-14T12:27:00Z,60,TOWER-011-01,CDR-DUMP-011
CDR-011-0019,9817346205,+919810911711,VOICE_OUT,2024-10-14T16:36:00Z,60,TOWER-011-01,CDR-DUMP-011
CDR-011-0020,9817346205,+919818011451,VOICE_OUT,2024-10-14T17:35:00Z,210,TOWER-011-01,CDR-DUMP-011
CDR-011-0021,9817346205,9811027004,VOICE_OUT,2024-10-14T18:21:00Z,45,TOWER-011-01,CDR-DUMP-011
CDR-011-0022,+919910011221,9817346205,VOICE_IN,2024-10-14T18:38:00Z,140,TOWER-011-01,CDR-DUMP-011
CDR-011-0023,VK-JIO-OTP,9817346205,SMS_IN,2024-10-14T19:17:00Z,0,TOWER-011-01,CDR-DUMP-011
CDR-011-0024,9817346205,9817346205,VOICE_OUT,2024-10-15T05:38:00Z,85,TOWER-011-01,CDR-DUMP-011
CDR-011-0025,9817346205,+919910011221,VOICE_OUT,2024-10-15T13:30:00Z,210,TOWER-011-01,CDR-DUMP-011
CDR-011-0026,9817346205,9811027004,VOICE_OUT,2024-10-15T15:26:00Z,45,TOWER-011-01,CDR-DUMP-011
CDR-011-0027,9817346205,+919818011451,VOICE_OUT,2024-10-15T16:46:00Z,60,TOWER-011-01,CDR-DUMP-011
CDR-011-0028,+919811011881,9817346205,VOICE_IN,2024-10-15T19:04:00Z,60,TOWER-011-01,CDR-DUMP-011
CDR-011-0029,9817346205,9811027004,MISSED,2024-10-15T20:08:00Z,0,TOWER-011-01,CDR-DUMP-011
CDR-011-0030,VK-JIO-OTP,9817346205,SMS_IN,2024-10-15T21:58:00Z,0,TOWER-011-01,CDR-DUMP-011
CDR-011-0031,+919810911711,9817346205,VOICE_IN,2024-10-15T23:26:00Z,60,TOWER-011-01,CDR-DUMP-011
