call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-024-0001,9824017004,9824027006,VOICE_OUT,2024-10-11T10:12:00Z,120,TOWER-024-01,CDR-DUMP-024
CDR-024-0002,+919811024881,9824017004,VOICE_IN,2024-10-11T11:48:00Z,25,TOWER-024-01,CDR-DUMP-024
CDR-024-0003,9824017004,9824027006,VOICE_OUT,2024-10-11T16:36:00Z,45,TOWER-024-01,CDR-DUMP-024
CDR-024-0004,9824017004,+919810924711,VOICE_OUT,2024-10-11T17:29:00Z,25,TOWER-024-01,CDR-DUMP-024
CDR-024-0005,9824017004,+919818024451,VOICE_OUT,2024-10-11T20:24:00Z,25,TOWER-024-01,CDR-DUMP-024
CDR-024-0006,9824017004,+919910024221,VOICE_OUT,2024-10-11T21:55:00Z,210,TOWER-024-01,CDR-DUMP-024
CDR-024-0007,9824017004,+919821990412,VOICE_OUT,2024-10-12T02:16:00Z,55,TOWER-024-01,CDR-DUMP-024
CDR-024-0008,VK-JIO-OTP,9824017004,SMS_IN,2024-10-12T04:43:00Z,0,TOWER-024-01,CDR-DUMP-024
CDR-024-0009,+919910024221,9824017004,VOICE_IN,2024-10-12T10:49:00Z,25,TOWER-024-01,CDR-DUMP-024
CDR-024-0010,+919810924711,9824017004,VOICE_IN,2024-10-12T12:54:00Z,140,TOWER-024-01,CDR-DUMP-024
CDR-024-0011,9824017004,+919818024451,VOICE_OUT,2024-10-12T14:09:00Z,25,TOWER-024-01,CDR-DUMP-024
CDR-024-0012,9824027006,9824017004,VOICE_IN,2024-10-12T16:59:00Z,18,TOWER-024-01,CDR-DUMP-024
CDR-024-0013,+919811024881,9824017004,VOICE_IN,2024-10-12T17:35:00Z,25,TOWER-024-01,CDR-DUMP-024
CDR-024-0014,9824017004,9824027006,VOICE_OUT,2024-10-12T19:18:00Z,45,TOWER-024-01,CDR-DUMP-024
CDR-024-0015,9824017004,+919821990412,VOICE_OUT,2024-10-13T02:03:00Z,55,TOWER-024-01,CDR-DUMP-024
CDR-024-0016,VK-JIO-OTP,9824017004,SMS_IN,2024-10-13T02:15:00Z,0,TOWER-024-01,CDR-DUMP-024
CDR-024-0017,+919810924711,9824017004,VOICE_IN,2024-10-13T09:34:00Z,140,TOWER-024-01,CDR-DUMP-024
CDR-024-0018,9824027006,9824017004,VOICE_IN,2024-10-13T10:41:00Z,240,TOWER-024-01,CDR-DUMP-024
CDR-024-0019,+919910024221,9824017004,VOICE_IN,2024-10-13T14:19:00Z,140,TOWER-024-01,CDR-DUMP-024
