call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-004-0001,9804017002,+919810904711,VOICE_OUT,2024-10-12T10:01:00Z,140,TOWER-004-01,CDR-DUMP-004
CDR-004-0002,9804017002,+919910004221,VOICE_OUT,2024-10-12T10:01:00Z,140,TOWER-004-01,CDR-DUMP-004
CDR-004-0003,9804017002,9804027003,MISSED,2024-10-12T10:18:00Z,0,TOWER-004-01,CDR-DUMP-004
CDR-004-0004,9804017002,+919811004881,VOICE_OUT,2024-10-12T15:39:00Z,210,TOWER-004-01,CDR-DUMP-004
CDR-004-0005,VK-JIO-OTP,9804017002,SMS_IN,2024-10-12T18:59:00Z,0,TOWER-004-01,CDR-DUMP-004
CDR-004-0006,9804027003,9804017002,VOICE_IN,2024-10-12T19:49:00Z,18,TOWER-004-01,CDR-DUMP-004
CDR-004-0007,9804017002,+919818004451,VOICE_OUT,2024-10-12T21:40:00Z,210,TOWER-004-01,CDR-DUMP-004
CDR-004-0008,9804017002,9804027003,VOICE_OUT,2024-10-13T12:51:00Z,240,TOWER-004-01,CDR-DUMP-004
CDR-004-0009,+919811004881,9804017002,VOICE_IN,2024-10-13T14:38:00Z,60,TOWER-004-01,CDR-DUMP-004
CDR-004-0010,+919818004451,9804017002,VOICE_IN,2024-10-13T17:21:00Z,60,TOWER-004-01,CDR-DUMP-004
CDR-004-0011,9804027003,9804017002,MISSED,2024-10-13T18:17:00Z,0,TOWER-004-01,CDR-DUMP-004
CDR-004-0012,+919910004221,9804017002,VOICE_IN,2024-10-13T19:39:00Z,25,TOWER-004-01,CDR-DUMP-004
CDR-004-0013,+919810904711,9804017002,VOICE_IN,2024-10-13T22:47:00Z,60,TOWER-004-01,CDR-DUMP-004
CDR-004-0014,VK-JIO-OTP,9804017002,SMS_IN,2024-10-14T02:45:00Z,0,TOWER-004-01,CDR-DUMP-004
CDR-004-0015,9804017002,9804027003,MISSED,2024-10-14T10:06:00Z,0,TOWER-004-01,CDR-DUMP-004
CDR-004-0016,+919818004451,9804017002,VOICE_IN,2024-10-14T11:13:00Z,60,TOWER-004-01,CDR-DUMP-004
CDR-004-0017,9804017002,+919810904711,VOICE_OUT,2024-10-14T19:03:00Z,140,TOWER-004-01,CDR-DUMP-004
CDR-004-0018,9804027003,9804017002,VOICE_IN,2024-10-14T19:24:00Z,310,TOWER-004-01,CDR-DUMP-004
CDR-004-0019,9804017002,+919811004881,VOICE_OUT,2024-10-14T20:59:00Z,140,TOWER-004-01,CDR-DUMP-004
CDR-004-0020,9804017002,+919910004221,VOICE_OUT,2024-10-14T21:47:00Z,25,TOWER-004-01,CDR-DUMP-004
CDR-004-0021,VK-JIO-OTP,9804017002,SMS_IN,2024-10-15T03:12:00Z,0,TOWER-004-01,CDR-DUMP-004
CDR-004-0022,9804027003,9804017002,VOICE_IN,2024-10-15T09:23:00Z,310,TOWER-004-01,CDR-DUMP-004
