transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-004-0001,110000000401,ACC-MERCHANT-4,2500.0,INR,2024-10-09T19:17:00Z,UPI,UTRUPI-20240400001,BANK-STMT-004
TXN-004-0002,110000000401,ACC-MERCHANT-4,3420.0,INR,2024-10-09T22:30:00Z,UPI,UTRUPI-20240400002,BANK-STMT-004
TXN-004-0003,110000000401,ACC-MERCHANT-14,7800.0,INR,2024-10-10T21:06:00Z,POS_DEBIT,UTRPOS-20240400004,BANK-STMT-004
TXN-004-0004,110000000401,ACC-MERCHANT-14,3420.0,INR,2024-10-11T00:05:00Z,UPI,UTRUPI-20240400003,BANK-STMT-004
TXN-004-0005,110000000401,ACC-MERCHANT-24,7800.0,INR,2024-10-11T21:11:00Z,POS_DEBIT,UTRPOS-20240400005,BANK-STMT-004
TXN-004-0006,CDM-CASH-DEP-041,110000000401,45000.0,INR,2024-10-11T21:12:00Z,CASH_DEPOSIT,UTRCAS-20240400006,BANK-STMT-004
TXN-004-0007,CDM-CASH-DEP-041,110000000401,45000.0,INR,2024-10-12T20:46:00Z,CASH_DEPOSIT,UTRCAS-20240400007,BANK-STMT-004
TXN-004-0008,110000000401,ACC-MERCHANT-34,10000.0,INR,2024-10-13T00:28:00Z,ATM_WDL,UTRATM-20240400008,BANK-STMT-004
TXN-004-0009,110000000401,ACC-MERCHANT-44,10000.0,INR,2024-10-13T19:17:00Z,ATM_WDL,UTRATM-20240400009,BANK-STMT-004
TXN-004-0010,110000000401,ACC-MERCHANT-44,1250.0,INR,2024-10-14T04:21:00Z,UPI,UTRUPI-20240400010,BANK-STMT-004
TXN-004-0011,ACC-VICTIM-004,110000000401,650000.0,INR,2024-10-14T21:30:00Z,RTGS,UTRRBIRTGS202404991823,BANK-STMT-004
TXN-004-0012,110000000401,410012345678,455000.0,INR,2024-10-14T21:45:00Z,IMPS,UTRIMPS202404882194,BANK-STMT-004
TXN-004-0013,110000000401,ATM-CASH-OUT-01,10000.0,INR,2024-10-14T22:30:00Z,ATM_WDL,ATMWDL0400013,BANK-STMT-004
TXN-004-0014,110000000401,ATM-CASH-OUT-02,10000.0,INR,2024-10-14T22:42:00Z,ATM_WDL,ATMWDL0400014,BANK-STMT-004
TXN-004-0015,110000000401,ATM-CASH-OUT-03,10000.0,INR,2024-10-14T22:54:00Z,ATM_WDL,ATMWDL0400015,BANK-STMT-004
TXN-004-0016,110000000401,ATM-CASH-OUT-04,10000.0,INR,2024-10-14T23:06:00Z,ATM_WDL,ATMWDL0400016,BANK-STMT-004
