transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-009-0001,110000000901,ACC-MERCHANT-9,2500.0,INR,2024-10-09T23:19:00Z,UPI,UTRUPI-20240900001,BANK-STMT-009
TXN-009-0002,110000000901,ACC-MERCHANT-9,3420.0,INR,2024-10-10T02:33:00Z,UPI,UTRUPI-20240900002,BANK-STMT-009
TXN-009-0003,110000000901,ACC-MERCHANT-19,7800.0,INR,2024-10-10T20:19:00Z,POS_DEBIT,UTRPOS-20240900004,BANK-STMT-009
TXN-009-0004,110000000901,ACC-MERCHANT-19,3420.0,INR,2024-10-11T03:08:00Z,UPI,UTRUPI-20240900003,BANK-STMT-009
TXN-009-0005,CDM-CASH-DEP-041,110000000901,45000.0,INR,2024-10-11T23:41:00Z,CASH_DEPOSIT,UTRCAS-20240900006,BANK-STMT-009
TXN-009-0006,110000000901,ACC-MERCHANT-29,7800.0,INR,2024-10-12T03:36:00Z,POS_DEBIT,UTRPOS-20240900005,BANK-STMT-009
TXN-009-0007,110000000901,ACC-MERCHANT-39,10000.0,INR,2024-10-12T22:33:00Z,ATM_WDL,UTRATM-20240900008,BANK-STMT-009
TXN-009-0008,CDM-CASH-DEP-041,110000000901,45000.0,INR,2024-10-13T03:10:00Z,CASH_DEPOSIT,UTRCAS-20240900007,BANK-STMT-009
TXN-009-0009,110000000901,ACC-MERCHANT-49,1250.0,INR,2024-10-14T01:47:00Z,UPI,UTRUPI-20240900010,BANK-STMT-009
TXN-009-0010,110000000901,ACC-MERCHANT-49,10000.0,INR,2024-10-14T03:22:00Z,ATM_WDL,UTRATM-20240900009,BANK-STMT-009
TXN-009-0011,ACC-VICTIM-009,110000000901,900000.0,INR,2024-10-14T21:30:00Z,RTGS,UTRRBIRTGS202409991823,BANK-STMT-009
TXN-009-0012,110000000901,410012345678,630000.0,INR,2024-10-14T21:45:00Z,IMPS,UTRIMPS202409882194,BANK-STMT-009
TXN-009-0013,110000000901,ATM-CASH-OUT-01,10000.0,INR,2024-10-14T22:30:00Z,ATM_WDL,ATMWDL0900013,BANK-STMT-009
TXN-009-0014,110000000901,ATM-CASH-OUT-02,10000.0,INR,2024-10-14T22:42:00Z,ATM_WDL,ATMWDL0900014,BANK-STMT-009
TXN-009-0015,110000000901,ATM-CASH-OUT-03,10000.0,INR,2024-10-14T22:54:00Z,ATM_WDL,ATMWDL0900015,BANK-STMT-009
TXN-009-0016,110000000901,ATM-CASH-OUT-04,10000.0,INR,2024-10-14T23:06:00Z,ATM_WDL,ATMWDL0900016,BANK-STMT-009
