call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-020-0001,9820017003,+919810920711,VOICE_OUT,2024-10-14T12:25:00Z,60,TOWER-020-01,CDR-DUMP-020
CDR-020-0002,9820017003,+919910020221,VOICE_OUT,2024-10-14T13:56:00Z,25,TOWER-020-01,CDR-DUMP-020
CDR-020-0003,9820017003,9820027005,VOICE_OUT,2024-10-14T16:55:00Z,310,TOWER-020-01,CDR-DUMP-020
CDR-020-0004,+919818020451,9820017003,VOICE_IN,2024-10-14T17:33:00Z,25,TOWER-020-01,CDR-DUMP-020
CDR-020-0005,9820017003,9820027005,MISSED,2024-10-14T18:49:00Z,0,TOWER-020-01,CDR-DUMP-020
CDR-020-0006,9820017003,+919811020881,VOICE_OUT,2024-10-14T19:34:00Z,60,TOWER-020-01,CDR-DUMP-020
CDR-020-0007,VK-JIO-OTP,9820017003,SMS_IN,2024-10-14T23:04:00Z,0,TOWER-020-01,CDR-DUMP-020
CDR-020-0008,+919810920711,9820017003,VOICE_IN,2024-10-15T09:45:00Z,140,TOWER-020-01,CDR-DUMP-020
CDR-020-0009,9820017003,+919811020881,VOICE_OUT,2024-10-15T12:01:00Z,60,TOWER-020-01,CDR-DUMP-020
CDR-020-0010,+919910020221,9820017003,VOICE_IN,2024-10-15T13:32:00Z,60,TOWER-020-01,CDR-DUMP-020
CDR-020-0011,9820017003,9820027005,VOICE_OUT,2024-10-15T14:13:00Z,45,TOWER-020-01,CDR-DUMP-020
CDR-020-0012,9820027005,9820017003,MISSED,2024-10-15T16:38:00Z,0,TOWER-020-01,CDR-DUMP-020
CDR-020-0013,9820017003,+919818020451,VOICE_OUT,2024-10-15T19:43:00Z,60,TOWER-020-01,CDR-DUMP-020
CDR-020-0014,VK-JIO-OTP,9820017003,SMS_IN,2024-10-16T03:53:00Z,0,TOWER-020-01,CDR-DUMP-020
CDR-020-0015,+919810920711,9820017003,VOICE_IN,2024-10-16T11:56:00Z,210,TOWER-020-01,CDR-DUMP-020
CDR-020-0016,9820027005,9820017003,VOICE_IN,2024-10-16T15:18:00Z,18,TOWER-020-01,CDR-DUMP-020
CDR-020-0017,+919910020221,9820017003,VOICE_IN,2024-10-16T16:20:00Z,25,TOWER-020-01,CDR-DUMP-020
CDR-020-0018,9820017003,9820027005,VOICE_OUT,2024-10-16T16:40:00Z,45,TOWER-020-01,CDR-DUMP-020
CDR-020-0019,9820017003,+919818020451,VOICE_OUT,2024-10-16T18:42:00Z,25,TOWER-020-01,CDR-DUMP-020
CDR-020-0020,+919811020881,9820017003,VOICE_IN,2024-10-16T22:11:00Z,25,TOWER-020-01,CDR-DUMP-020
CDR-020-0021,VK-JIO-OTP,9820017003,SMS_IN,2024-10-17T04:03:00Z,0,TOWER-020-01,CDR-DUMP-020
CDR-020-0022,9820017003,+919810920711,VOICE_OUT,2024-10-17T13:55:00Z,210,TOWER-020-01,CDR-DUMP-020
CDR-020-0023,9820017003,9820027005,VOICE_OUT,2024-10-17T14:40:00Z,310,TOWER-020-01,CDR-DUMP-020
CDR-020-0024,9820017003,9820027005,VOICE_OUT,2024-10-17T15:58:00Z,310,TOWER-020-01,CDR-DUMP-020
CDR-020-0025,+919811020881,9820017003,VOICE_IN,2024-10-17T16:22:00Z,60,TOWER-020-01,CDR-DUMP-020
CDR-020-0026,9820017003,+919818020451,VOICE_OUT,2024-10-17T16:25:00Z,210,TOWER-020-01,CDR-DUMP-020
CDR-020-0027,VK-JIO-OTP,9820017003,SMS_IN,2024-10-17T20:05:00Z,0,TOWER-020-01,CDR-DUMP-020
CDR-020-0028,+919910020221,9820017003,VOICE_IN,2024-10-17T23:00:00Z,140,TOWER-020-01,CDR-DUMP-020
CDR-020-0029,9820017003,9820027005,VOICE_OUT,2024-10-18T09:34:00Z,18,TOWER-020-01,CDR-DUMP-020
CDR-020-0030,9820027005,9820017003,VOICE_IN,2024-10-18T09:37:00Z,120,TOWER-020-01,CDR-DUMP-020
CDR-020-0031,9820017003,9820027005,VOICE_OUT,2024-10-18T10:17:00Z,240,TOWER-020-01,CDR-DUMP-020
CDR-020-0032,+919910020221,9820017003,VOICE_IN,2024-10-18T11:12:00Z,140,TOWER-020-01,CDR-DUMP-020
CDR-020-0033,9820017003,+919810920711,VOICE_OUT,2024-10-18T14:46:00Z,60,TOWER-020-01,CDR-DUMP-020
CDR-020-0034,+919818020451,9820017003,VOICE_IN,2024-10-18T15:25:00Z,140,TOWER-020-01,CDR-DUMP-020
CDR-020-0035,9820017003,9820027005,VOICE_OUT,2024-10-18T15:58:00Z,45,TOWER-020-01,CDR-DUMP-020
CDR-020-0036,+919811020881,9820017003,VOICE_IN,2024-10-18T18:23:00Z,140,TOWER-020-01,CDR-DUMP-020
CDR-020-0037,VK-JIO-OTP,9820017003,SMS_IN,2024-10-18T19:51:00Z,0,TOWER-020-01,CDR-DUMP-020
CDR-020-0038,9820027005,9820017003,VOICE_IN,2024-10-19T13:00:00Z,45,TOWER-020-01,CDR-DUMP-020
CDR-020-0039,9820017003,+919811020881,VOICE_OUT,2024-10-19T13:56:00Z,25,TOWER-020-01,CDR-DUMP-020
CDR-020-0040,9820017003,9820027005,VOICE_OUT,2024-10-19T16:03:00Z,240,TOWER-020-01,CDR-DUMP-020
