call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-022-0001,+919818022451,9817346205,VOICE_IN,2024-10-09T10:55:00Z,25,TOWER-022-01,CDR-DUMP-022
CDR-022-0002,9817346205,+919811022881,VOICE_OUT,2024-10-09T12:28:00Z,25,TOWER-022-01,CDR-DUMP-022
CDR-022-0003,+919910022221,9817346205,VOICE_IN,2024-10-09T16:36:00Z,60,TOWER-022-01,CDR-DUMP-022
CDR-022-0004,9817346205,9822027005,VOICE_OUT,2024-10-09T17:07:00Z,310,TOWER-022-01,CDR-DUMP-022
CDR-022-0005,9822027005,9817346205,MISSED,2024-10-09T18:09:00Z,0,TOWER-022-01,CDR-DUMP-022
CDR-022-0006,VK-JIO-OTP,9817346205,SMS_IN,2024-10-09T21:04:00Z,0,TOWER-022-01,CDR-DUMP-022
CDR-022-0007,9817346205,+919810922711,VOICE_OUT,2024-10-09T23:13:00Z,60,TOWER-022-01,CDR-DUMP-022
CDR-022-0008,9817346205,9817346205,VOICE_OUT,2024-10-10T05:52:00Z,140,TOWER-022-01,CDR-DUMP-022
CDR-022-0009,9817346205,9822027005,MISSED,2024-10-10T12:21:00Z,0,TOWER-022-01,CDR-DUMP-022
CDR-022-0010,9817346205,+919811022881,VOICE_OUT,2024-10-10T13:14:00Z,140,TOWER-022-01,CDR-DUMP-022
CDR-022-0011,+919818022451,9817346205,VOICE_IN,2024-10-10T13:26:00Z,60,TOWER-022-01,CDR-DUMP-022
CDR-022-0012,+919810922711,9817346205,VOICE_IN,2024-10-10T15:37:00Z,140,TOWER-022-01,CDR-DUMP-022
CDR-022-0013,9817346205,9822027005,VOICE_OUT,2024-10-10T15:46:00Z,45,TOWER-022-01,CDR-DUMP-022
CDR-022-0014,9817346205,+919910022221,VOICE_OUT,2024-10-10T18:21:00Z,25,TOWER-022-01,CDR-DUMP-022
CDR-022-0015,VK-JIO-OTP,9817346205,SMS_IN,2024-10-11T03:45:00Z,0,TOWER-022-01,CDR-DUMP-022
CDR-022-0016,9817346205,9817346205,VOICE_OUT,2024-10-11T06:10:00Z,85,TOWER-022-01,CDR-DUMP-022
CDR-022-0017,9822027005,9817346205,VOICE_IN,2024-10-11T09:30:00Z,45,TOWER-022-01,CDR-DUMP-022
CDR-022-0018,9817346205,9822027005,VOICE_OUT,2024-10-11T11:40:00Z,18,TOWER-022-01,CDR-DUMP-022
