transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-021-0001,410012345678,ACC-MERCHANT-21,2500.0,INR,2024-10-06T20:18:00Z,UPI,UTRUPI-20242100001,BANK-STMT-021
TXN-021-0002,410012345678,ACC-MERCHANT-21,3420.0,INR,2024-10-07T04:30:00Z,UPI,UTRUPI-20242100002,BANK-STMT-021
TXN-021-0003,410012345678,ACC-MERCHANT-31,3420.0,INR,2024-10-07T21:44:00Z,UPI,UTRUPI-20242100003,BANK-STMT-021
TXN-021-0004,410012345678,ACC-MERCHANT-31,7800.0,INR,2024-10-08T03:16:00Z,POS_DEBIT,UTRPOS-20242100004,BANK-STMT-021
TXN-021-0005,CDM-CASH-DEP-041,410012345678,45000.0,INR,2024-10-08T21:45:00Z,CASH_DEPOSIT,UTRCAS-20242100006,BANK-STMT-021
TXN-021-0006,410012345678,ACC-MERCHANT-41,7800.0,INR,2024-10-09T00:23:00Z,POS_DEBIT,UTRPOS-20242100005,BANK-STMT-021
TXN-021-0007,CDM-CASH-DEP-041,410012345678,45000.0,INR,2024-10-10T01:08:00Z,CASH_DEPOSIT,UTRCAS-20242100007,BANK-STMT-021
TXN-021-0008,410012345678,ACC-MERCHANT-51,10000.0,INR,2024-10-10T04:32:00Z,ATM_WDL,UTRATM-20242100008,BANK-STMT-021
TXN-021-0009,410012345678,ACC-MERCHANT-61,10000.0,INR,2024-10-10T21:06:00Z,ATM_WDL,UTRATM-20242100009,BANK-STMT-021
TXN-021-0010,410012345678,ACC-MERCHANT-61,1250.0,INR,2024-10-11T02:32:00Z,UPI,UTRUPI-20242100010,BANK-STMT-021
TXN-021-0011,ACC-VICTIM-021,410012345678,1500000.0,INR,2024-10-11T21:30:00Z,RTGS,UTRRBIRTGS202421991823,BANK-STMT-021
TXN-021-0012,410012345678,410012345678,1050000.0,INR,2024-10-11T21:45:00Z,IMPS,UTRIMPS202421882194,BANK-STMT-021
TXN-021-0013,410012345678,ATM-CASH-OUT-01,10000.0,INR,2024-10-11T22:30:00Z,ATM_WDL,ATMWDL2100013,BANK-STMT-021
TXN-021-0014,410012345678,ATM-CASH-OUT-02,10000.0,INR,2024-10-11T22:42:00Z,ATM_WDL,ATMWDL2100014,BANK-STMT-021
TXN-021-0015,410012345678,ATM-CASH-OUT-03,10000.0,INR,2024-10-11T22:54:00Z,ATM_WDL,ATMWDL2100015,BANK-STMT-021
TXN-021-0016,410012345678,ATM-CASH-OUT-04,10000.0,INR,2024-10-11T23:06:00Z,ATM_WDL,ATMWDL2100016,BANK-STMT-021
