call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-023-0001,9817346205,+919818023451,VOICE_OUT,2024-10-10T11:25:00Z,60,TOWER-023-01,CDR-DUMP-023
CDR-023-0002,+919811023881,9817346205,VOICE_IN,2024-10-10T11:50:00Z,140,TOWER-023-01,CDR-DUMP-023
CDR-023-0003,+919910023221,9817346205,VOICE_IN,2024-10-10T12:51:00Z,25,TOWER-023-01,CDR-DUMP-023
CDR-023-0004,9817346205,+919810923711,VOICE_OUT,2024-10-10T13:20:00Z,210,TOWER-023-01,CDR-DUMP-023
CDR-023-0005,9817346205,9823027005,VOICE_OUT,2024-10-10T16:04:00Z,45,TOWER-023-01,CDR-DUMP-023
CDR-023-0006,9817346205,9823027005,VOICE_OUT,2024-10-10T16:34:00Z,240,TOWER-023-01,CDR-DUMP-023
CDR-023-0007,9817346205,+919821990412,VOICE_OUT,2024-10-11T02:25:00Z,90,TOWER-023-01,CDR-DUMP-023
CDR-023-0008,VK-JIO-OTP,9817346205,SMS_IN,2024-10-11T02:44:00Z,0,TOWER-023-01,CDR-DUMP-023
CDR-023-0009,9817346205,9817346205,VOICE_OUT,2024-10-11T06:10:00Z,85,TOWER-023-01,CDR-DUMP-023
CDR-023-0010,9817346205,9823027005,VOICE_OUT,2024-10-11T17:07:00Z,310,TOWER-023-01,CDR-DUMP-023
CDR-023-0011,9817346205,+919818023451,VOICE_OUT,2024-10-11T18:50:00Z,60,TOWER-023-01,CDR-DUMP-023
CDR-023-0012,+919811023881,9817346205,VOICE_IN,2024-10-11T19:16:00Z,210,TOWER-023-01,CDR-DUMP-023
CDR-023-0013,9817346205,9823027005,VOICE_OUT,2024-10-11T19:50:00Z,120,TOWER-023-01,CDR-DUMP-023
CDR-023-0014,+919910023221,9817346205,VOICE_IN,2024-10-11T22:04:00Z,25,TOWER-023-01,CDR-DUMP-023
CDR-023-0015,+919810923711,9817346205,VOICE_IN,2024-10-11T22:31:00Z,25,TOWER-023-01,CDR-DUMP-023
