transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-023-0001,110000002301,ACC-MERCHANT-23,2500.0,INR,2024-10-08T19:22:00Z,UPI,UTRUPI-20242300001,BANK-STMT-023
TXN-023-0002,110000002301,ACC-MERCHANT-23,3420.0,INR,2024-10-08T20:54:00Z,UPI,UTRUPI-20242300002,BANK-STMT-023
TXN-023-0003,110000002301,ACC-MERCHANT-33,7800.0,INR,2024-10-09T20:07:00Z,POS_DEBIT,UTRPOS-20242300004,BANK-STMT-023
TXN-023-0004,110000002301,ACC-MERCHANT-33,3420.0,INR,2024-10-10T01:22:00Z,UPI,UTRUPI-20242300003,BANK-STMT-023
TXN-023-0005,110000002301,ACC-MERCHANT-43,7800.0,INR,2024-10-11T01:39:00Z,POS_DEBIT,UTRPOS-20242300005,BANK-STMT-023
TXN-023-0006,CDM-CASH-DEP-041,110000002301,45000.0,INR,2024-10-11T03:26:00Z,CASH_DEPOSIT,UTRCAS-20242300006,BANK-STMT-023
TXN-023-0007,110000002301,ACC-MERCHANT-53,10000.0,INR,2024-10-11T21:13:00Z,ATM_WDL,UTRATM-20242300008,BANK-STMT-023
TXN-023-0008,CDM-CASH-DEP-041,110000002301,45000.0,INR,2024-10-12T00:08:00Z,CASH_DEPOSIT,UTRCAS-20242300007,BANK-STMT-023
TXN-023-0009,110000002301,ACC-MERCHANT-63,10000.0,INR,2024-10-13T00:40:00Z,ATM_WDL,UTRATM-20242300009,BANK-STMT-023
TXN-023-0010,110000002301,ACC-MERCHANT-63,1250.0,INR,2024-10-13T00:49:00Z,UPI,UTRUPI-20242300010,BANK-STMT-023
TXN-023-0011,ACC-VICTIM-023,110000002301,1600000.0,INR,2024-10-13T21:30:00Z,RTGS,UTRRBIRTGS202423991823,BANK-STMT-023
TXN-023-0012,110000002301,410012345678,1120000.0,INR,2024-10-13T21:45:00Z,IMPS,UTRIMPS202423882194,BANK-STMT-023
TXN-023-0013,110000002301,ATM-CASH-OUT-01,10000.0,INR,2024-10-13T22:30:00Z,ATM_WDL,ATMWDL2300013,BANK-STMT-023
TXN-023-0014,110000002301,ATM-CASH-OUT-02,10000.0,INR,2024-10-13T22:42:00Z,ATM_WDL,ATMWDL2300014,BANK-STMT-023
TXN-023-0015,110000002301,ATM-CASH-OUT-03,10000.0,INR,2024-10-13T22:54:00Z,ATM_WDL,ATMWDL2300015,BANK-STMT-023
TXN-023-0016,110000002301,ATM-CASH-OUT-04,10000.0,INR,2024-10-13T23:06:00Z,ATM_WDL,ATMWDL2300016,BANK-STMT-023
