call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-014-0001,9817346205,+919818014451,VOICE_OUT,2024-10-08T10:25:00Z,210,TOWER-014-01,CDR-DUMP-014
CDR-014-0002,+919811014881,9817346205,VOICE_IN,2024-10-08T12:09:00Z,60,TOWER-014-01,CDR-DUMP-014
CDR-014-0003,9817346205,9814027005,VOICE_OUT,2024-10-08T18:15:00Z,310,TOWER-014-01,CDR-DUMP-014
CDR-014-0004,9817346205,9814027005,VOICE_OUT,2024-10-08T18:33:00Z,120,TOWER-014-01,CDR-DUMP-014
CDR-014-0005,VK-JIO-OTP,9817346205,SMS_IN,2024-10-08T19:09:00Z,0,TOWER-014-01,CDR-DUMP-014
CDR-014-0006,9817346205,+919910014221,VOICE_OUT,2024-10-08T19:17:00Z,25,TOWER-014-01,CDR-DUMP-014
CDR-014-0007,9817346205,+919810914711,VOICE_OUT,2024-10-08T20:03:00Z,140,TOWER-014-01,CDR-DUMP-014
CDR-014-0008,9817346205,9817346205,VOICE_OUT,2024-10-09T05:41:00Z,85,TOWER-014-01,CDR-DUMP-014
CDR-014-0009,+919910014221,9817346205,VOICE_IN,2024-10-09T11:48:00Z,140,TOWER-014-01,CDR-DUMP-014
CDR-014-0010,9814027005,9817346205,VOICE_IN,2024-10-09T12:09:00Z,120,TOWER-014-01,CDR-DUMP-014
CDR-014-0011,9814027005,9817346205,VOICE_IN,2024-10-09T12:20:00Z,18,TOWER-014-01,CDR-DUMP-014
CDR-014-0012,9817346205,+919810914711,VOICE_OUT,2024-10-09T18:27:00Z,60,TOWER-014-01,CDR-DUMP-014
CDR-014-0013,9817346205,+919811014881,VOICE_OUT,2024-10-09T19:11:00Z,25,TOWER-014-01,CDR-DUMP-014
CDR-014-0014,9817346205,+919818014451,VOICE_OUT,2024-10-09T20:43:00Z,140,TOWER-014-01,CDR-DUMP-014
CDR-014-0015,VK-JIO-OTP,9817346205,SMS_IN,2024-10-10T00:13:00Z,0,TOWER-014-01,CDR-DUMP-014
CDR-014-0016,9817346205,9817346205,VOICE_OUT,2024-10-10T05:39:00Z,40,TOWER-014-01,CDR-DUMP-014
CDR-014-0017,9817346205,+919811014881,VOICE_OUT,2024-10-10T11:43:00Z,140,TOWER-014-01,CDR-DUMP-014
