transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-025-0001,410012345678,ACC-MERCHANT-25,2500.0,INR,2024-10-05T22:19:00Z,UPI,UTRUPI-20242500001,BANK-STMT-025
TXN-025-0002,410012345678,ACC-MERCHANT-25,3420.0,INR,2024-10-06T04:24:00Z,UPI,UTRUPI-20242500002,BANK-STMT-025
TXN-025-0003,410012345678,ACC-MERCHANT-35,7800.0,INR,2024-10-06T21:27:00Z,POS_DEBIT,UTRPOS-20242500004,BANK-STMT-025
TXN-025-0004,410012345678,ACC-MERCHANT-35,3420.0,INR,2024-10-07T04:52:00Z,UPI,UTRUPI-20242500003,BANK-STMT-025
TXN-025-0005,410012345678,ACC-MERCHANT-45,7800.0,INR,2024-10-07T21:43:00Z,POS_DEBIT,UTRPOS-20242500005,BANK-STMT-025
TXN-025-0006,CDM-CASH-DEP-041,410012345678,45000.0,INR,2024-10-07T23:44:00Z,CASH_DEPOSIT,UTRCAS-20242500006,BANK-STMT-025
TXN-025-0007,CDM-CASH-DEP-041,410012345678,45000.0,INR,2024-10-08T19:09:00Z,CASH_DEPOSIT,UTRCAS-20242500007,BANK-STMT-025
TXN-025-0008,410012345678,ACC-MERCHANT-55,10000.0,INR,2024-10-08T21:35:00Z,ATM_WDL,UTRATM-20242500008,BANK-STMT-025
TXN-025-0009,410012345678,ACC-MERCHANT-65,1250.0,INR,2024-10-10T01:45:00Z,UPI,UTRUPI-20242500010,BANK-STMT-025
TXN-025-0010,410012345678,ACC-MERCHANT-65,10000.0,INR,2024-10-10T03:47:00Z,ATM_WDL,UTRATM-20242500009,BANK-STMT-025
TXN-025-0011,ACC-VICTIM-025,410012345678,1700000.0,INR,2024-10-10T21:30:00Z,RTGS,UTRRBIRTGS202425991823,BANK-STMT-025
TXN-025-0012,410012345678,410012345678,1190000.0,INR,2024-10-10T21:45:00Z,IMPS,UTRIMPS202425882194,BANK-STMT-025
TXN-025-0013,410012345678,ATM-CASH-OUT-01,10000.0,INR,2024-10-10T22:30:00Z,ATM_WDL,ATMWDL2500013,BANK-STMT-025
TXN-025-0014,410012345678,ATM-CASH-OUT-02,10000.0,INR,2024-10-10T22:42:00Z,ATM_WDL,ATMWDL2500014,BANK-STMT-025
TXN-025-0015,410012345678,ATM-CASH-OUT-03,10000.0,INR,2024-10-10T22:54:00Z,ATM_WDL,ATMWDL2500015,BANK-STMT-025
TXN-025-0016,410012345678,ATM-CASH-OUT-04,10000.0,INR,2024-10-10T23:06:00Z,ATM_WDL,ATMWDL2500016,BANK-STMT-025
