transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-002-0001,502001234567,ACC-MERCHANT-2,2500.0,INR,2024-10-07T21:48:00Z,UPI,UTRUPI-20240200001,BANK-STMT-002
TXN-002-0002,502001234567,ACC-MERCHANT-2,3420.0,INR,2024-10-08T04:27:00Z,UPI,UTRUPI-20240200002,BANK-STMT-002
TXN-002-0003,502001234567,ACC-MERCHANT-12,3420.0,INR,2024-10-08T21:40:00Z,UPI,UTRUPI-20240200003,BANK-STMT-002
TXN-002-0004,502001234567,ACC-MERCHANT-12,7800.0,INR,2024-10-09T04:16:00Z,POS_DEBIT,UTRPOS-20240200004,BANK-STMT-002
TXN-002-0005,502001234567,ACC-MERCHANT-22,7800.0,INR,2024-10-10T01:23:00Z,POS_DEBIT,UTRPOS-20240200005,BANK-STMT-002
TXN-002-0006,CDM-CASH-DEP-041,502001234567,45000.0,INR,2024-10-10T04:32:00Z,CASH_DEPOSIT,UTRCAS-20240200006,BANK-STMT-002
TXN-002-0007,502001234567,ACC-MERCHANT-32,10000.0,INR,2024-10-10T19:51:00Z,ATM_WDL,UTRATM-20240200008,BANK-STMT-002
TXN-002-0008,CDM-CASH-DEP-041,502001234567,45000.0,INR,2024-10-11T04:42:00Z,CASH_DEPOSIT,UTRCAS-20240200007,BANK-STMT-002
TXN-002-0009,502001234567,ACC-MERCHANT-42,10000.0,INR,2024-10-12T03:39:00Z,ATM_WDL,UTRATM-20240200009,BANK-STMT-002
TXN-002-0010,502001234567,ACC-MERCHANT-42,1250.0,INR,2024-10-12T04:52:00Z,UPI,UTRUPI-20240200010,BANK-STMT-002
TXN-002-0011,ACC-VICTIM-002,502001234567,550000.0,INR,2024-10-12T21:30:00Z,RTGS,UTRRBIRTGS202402991823,BANK-STMT-002
TXN-002-0012,502001234567,502001234567,385000.0,INR,2024-10-12T21:45:00Z,IMPS,UTRIMPS202402882194,BANK-STMT-002
TXN-002-0013,502001234567,ATM-CASH-OUT-01,10000.0,INR,2024-10-12T22:30:00Z,ATM_WDL,ATMWDL0200013,BANK-STMT-002
TXN-002-0014,502001234567,ATM-CASH-OUT-02,10000.0,INR,2024-10-12T22:42:00Z,ATM_WDL,ATMWDL0200014,BANK-STMT-002
TXN-002-0015,502001234567,ATM-CASH-OUT-03,10000.0,INR,2024-10-12T22:54:00Z,ATM_WDL,ATMWDL0200015,BANK-STMT-002
TXN-002-0016,502001234567,ATM-CASH-OUT-04,10000.0,INR,2024-10-12T23:06:00Z,ATM_WDL,ATMWDL0200016,BANK-STMT-002
