call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-010-0001,9820456712,+919818010451,VOICE_OUT,2024-10-11T12:12:00Z,210,TOWER-010-01,CDR-DUMP-010
CDR-010-0002,9820456712,9810027004,VOICE_OUT,2024-10-11T13:34:00Z,310,TOWER-010-01,CDR-DUMP-010
CDR-010-0003,9820456712,9810027004,MISSED,2024-10-11T15:19:00Z,0,TOWER-010-01,CDR-DUMP-010
CDR-010-0004,9820456712,+919910010221,VOICE_OUT,2024-10-11T16:58:00Z,60,TOWER-010-01,CDR-DUMP-010
CDR-010-0005,9820456712,+919810910711,VOICE_OUT,2024-10-11T17:00:00Z,25,TOWER-010-01,CDR-DUMP-010
CDR-010-0006,+919811010881,9820456712,VOICE_IN,2024-10-11T20:10:00Z,210,TOWER-010-01,CDR-DUMP-010
CDR-010-0007,9820456712,9820456712,VOICE_OUT,2024-10-11T22:50:00Z,110,TOWER-010-01,CDR-DUMP-010
CDR-010-0008,VK-JIO-OTP,9820456712,SMS_IN,2024-10-11T23:37:00Z,0,TOWER-010-01,CDR-DUMP-010
CDR-010-0009,9820456712,+919821990412,VOICE_OUT,2024-10-12T01:56:00Z,90,TOWER-010-01,CDR-DUMP-010
CDR-010-0010,9810027004,9820456712,VOICE_IN,2024-10-12T09:34:00Z,120,TOWER-010-01,CDR-DUMP-010
CDR-010-0011,+919811010881,9820456712,VOICE_IN,2024-10-12T12:59:00Z,210,TOWER-010-01,CDR-DUMP-010
CDR-010-0012,9820456712,+919910010221,VOICE_OUT,2024-10-12T14:59:00Z,210,TOWER-010-01,CDR-DUMP-010
CDR-010-0013,9820456712,+919810910711,VOICE_OUT,2024-10-12T18:22:00Z,140,TOWER-010-01,CDR-DUMP-010
CDR-010-0014,9820456712,9810027004,VOICE_OUT,2024-10-12T18:49:00Z,310,TOWER-010-01,CDR-DUMP-010
CDR-010-0015,9820456712,+919818010451,VOICE_OUT,2024-10-12T19:43:00Z,60,TOWER-010-01,CDR-DUMP-010
CDR-010-0016,VK-JIO-OTP,9820456712,SMS_IN,2024-10-12T20:16:00Z,0,TOWER-010-01,CDR-DUMP-010
CDR-010-0017,9820456712,9820456712,VOICE_OUT,2024-10-12T23:14:00Z,65,TOWER-010-01,CDR-DUMP-010
CDR-010-0018,9820456712,+919821990412,VOICE_OUT,2024-10-13T01:54:00Z,90,TOWER-010-01,CDR-DUMP-010
