call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-006-0001,9820456712,+919818006451,VOICE_OUT,2024-10-14T16:43:00Z,60,TOWER-006-01,CDR-DUMP-006
CDR-006-0002,9820456712,+919910006221,VOICE_OUT,2024-10-14T17:33:00Z,25,TOWER-006-01,CDR-DUMP-006
CDR-006-0003,9820456712,9806027004,VOICE_OUT,2024-10-14T17:37:00Z,310,TOWER-006-01,CDR-DUMP-006
CDR-006-0004,9820456712,9806027004,VOICE_OUT,2024-10-14T18:21:00Z,18,TOWER-006-01,CDR-DUMP-006
CDR-006-0005,9820456712,+919810906711,VOICE_OUT,2024-10-14T20:34:00Z,60,TOWER-006-01,CDR-DUMP-006
CDR-006-0006,9820456712,+919811006881,VOICE_OUT,2024-10-14T20:58:00Z,60,TOWER-006-01,CDR-DUMP-006
CDR-006-0007,9820456712,9820456712,VOICE_OUT,2024-10-14T22:50:00Z,65,TOWER-006-01,CDR-DUMP-006
CDR-006-0008,9820456712,+919821990412,VOICE_OUT,2024-10-15T01:51:00Z,90,TOWER-006-01,CDR-DUMP-006
CDR-006-0009,VK-JIO-OTP,9820456712,SMS_IN,2024-10-15T05:05:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0010,9820456712,9806027004,VOICE_OUT,2024-10-15T10:37:00Z,45,TOWER-006-01,CDR-DUMP-006
CDR-006-0011,+919810906711,9820456712,VOICE_IN,2024-10-15T11:51:00Z,210,TOWER-006-01,CDR-DUMP-006
CDR-006-0012,+919910006221,9820456712,VOICE_IN,2024-10-15T12:54:00Z,140,TOWER-006-01,CDR-DUMP-006
CDR-006-0013,9820456712,9806027004,VOICE_OUT,2024-10-15T13:58:00Z,310,TOWER-006-01,CDR-DUMP-006
CDR-006-0014,9820456712,+919818006451,VOICE_OUT,2024-10-15T15:45:00Z,140,TOWER-006-01,CDR-DUMP-006
CDR-006-0015,+919811006881,9820456712,VOICE_IN,2024-10-15T19:33:00Z,25,TOWER-006-01,CDR-DUMP-006
CDR-006-0016,VK-JIO-OTP,9820456712,SMS_IN,2024-10-15T20:39:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0017,9820456712,9820456712,VOICE_OUT,2024-10-15T22:40:00Z,185,TOWER-006-01,CDR-DUMP-006
CDR-006-0018,9820456712,+919821990412,VOICE_OUT,2024-10-16T02:03:00Z,130,TOWER-006-01,CDR-DUMP-006
CDR-006-0019,+919818006451,9820456712,VOICE_IN,2024-10-16T12:47:00Z,60,TOWER-006-01,CDR-DUMP-006
CDR-006-0020,9820456712,+919811006881,VOICE_OUT,2024-10-16T13:18:00Z,60,TOWER-006-01,CDR-DUMP-006
CDR-006-0021,9820456712,9806027004,VOICE_OUT,2024-10-16T14:37:00Z,240,TOWER-006-01,CDR-DUMP-006
CDR-006-0022,9820456712,9806027004,MISSED,2024-10-16T16:20:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0023,+919910006221,9820456712,VOICE_IN,2024-10-16T19:49:00Z,60,TOWER-006-01,CDR-DUMP-006
CDR-006-0024,9820456712,9820456712,VOICE_OUT,2024-10-16T23:07:00Z,110,TOWER-006-01,CDR-DUMP-006
CDR-006-0025,+919810906711,9820456712,VOICE_IN,2024-10-16T23:09:00Z,210,TOWER-006-01,CDR-DUMP-006
CDR-006-0026,9820456712,+919821990412,VOICE_OUT,2024-10-17T02:05:00Z,55,TOWER-006-01,CDR-DUMP-006
CDR-006-0027,VK-JIO-OTP,9820456712,SMS_IN,2024-10-17T04:07:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0028,+919818006451,9820456712,VOICE_IN,2024-10-17T11:03:00Z,210,TOWER-006-01,CDR-DUMP-006
CDR-006-0029,9806027004,9820456712,VOICE_IN,2024-10-17T16:25:00Z,240,TOWER-006-01,CDR-DUMP-006
CDR-006-0030,9820456712,+919811006881,VOICE_OUT,2024-10-17T17:11:00Z,210,TOWER-006-01,CDR-DUMP-006
CDR-006-0031,9820456712,9806027004,VOICE_OUT,2024-10-17T18:50:00Z,310,TOWER-006-01,CDR-DUMP-006
CDR-006-0032,9820456712,+919810906711,VOICE_OUT,2024-10-17T20:21:00Z,25,TOWER-006-01,CDR-DUMP-006
CDR-006-0033,VK-JIO-OTP,9820456712,SMS_IN,2024-10-17T21:19:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0034,9820456712,+919910006221,VOICE_OUT,2024-10-17T22:09:00Z,140,TOWER-006-01,CDR-DUMP-006
CDR-006-0035,9820456712,9820456712,VOICE_OUT,2024-10-17T23:09:00Z,185,TOWER-006-01,CDR-DUMP-006
CDR-006-0036,9820456712,+919821990412,VOICE_OUT,2024-10-18T02:03:00Z,55,TOWER-006-01,CDR-DUMP-006
CDR-006-0037,9806027004,9820456712,VOICE_IN,2024-10-18T10:13:00Z,240,TOWER-006-01,CDR-DUMP-006
CDR-006-0038,9820456712,+919811006881,VOICE_OUT,2024-10-18T11:48:00Z,140,TOWER-006-01,CDR-DUMP-006
CDR-006-0039,9820456712,+919818006451,VOICE_OUT,2024-10-18T12:46:00Z,60,TOWER-006-01,CDR-DUMP-006
CDR-006-0040,9820456712,9806027004,MISSED,2024-10-18T13:08:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0041,9820456712,9806027004,MISSED,2024-10-18T18:11:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0042,9820456712,9806027004,VOICE_OUT,2024-10-18T19:29:00Z,310,TOWER-006-01,CDR-DUMP-006
CDR-006-0043,9820456712,+919810906711,VOICE_OUT,2024-10-18T21:19:00Z,210,TOWER-006-01,CDR-DUMP-006
CDR-006-0044,VK-JIO-OTP,9820456712,SMS_IN,2024-10-18T21:22:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0045,9820456712,+919910006221,VOICE_OUT,2024-10-18T22:36:00Z,25,TOWER-006-01,CDR-DUMP-006
CDR-006-0046,9820456712,9820456712,VOICE_OUT,2024-10-18T23:05:00Z,185,TOWER-006-01,CDR-DUMP-006
CDR-006-0047,9820456712,+919821990412,VOICE_OUT,2024-10-19T02:12:00Z,55,TOWER-006-01,CDR-DUMP-006
CDR-006-0048,9820456712,9806027004,VOICE_OUT,2024-10-19T09:45:00Z,240,TOWER-006-01,CDR-DUMP-006
CDR-006-0049,9806027004,9820456712,VOICE_IN,2024-10-19T11:14:00Z,310,TOWER-006-01,CDR-DUMP-006
CDR-006-0050,9820456712,+919818006451,VOICE_OUT,2024-10-19T12:43:00Z,25,TOWER-006-01,CDR-DUMP-006
CDR-006-0051,9806027004,9820456712,MISSED,2024-10-19T15:38:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0052,+919910006221,9820456712,VOICE_IN,2024-10-19T16:18:00Z,140,TOWER-006-01,CDR-DUMP-006
CDR-006-0053,9820456712,+919811006881,VOICE_OUT,2024-10-19T16:34:00Z,140,TOWER-006-01,CDR-DUMP-006
CDR-006-0054,+919810906711,9820456712,VOICE_IN,2024-10-19T18:40:00Z,140,TOWER-006-01,CDR-DUMP-006
CDR-006-0055,9806027004,9820456712,VOICE_IN,2024-10-19T19:44:00Z,18,TOWER-006-01,CDR-DUMP-006
CDR-006-0056,VK-JIO-OTP,9820456712,SMS_IN,2024-10-19T20:32:00Z,0,TOWER-006-01,CDR-DUMP-006
CDR-006-0057,9820456712,9820456712,VOICE_OUT,2024-10-19T22:48:00Z,65,TOWER-006-01,CDR-DUMP-006
CDR-006-0058,9820456712,+919821990412,VOICE_OUT,2024-10-20T01:51:00Z,90,TOWER-006-01,CDR-DUMP-006
