transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-006-0001,410012345678,ACC-MERCHANT-6,2500.0,INR,2024-10-07T02:06:00Z,UPI,UTRUPI-20240600001,BANK-STMT-006
TXN-006-0002,410012345678,ACC-MERCHANT-6,3420.0,INR,2024-10-07T03:38:00Z,UPI,UTRUPI-20240600002,BANK-STMT-006
TXN-006-0003,410012345678,ACC-MERCHANT-16,7800.0,INR,2024-10-07T23:09:00Z,POS_DEBIT,UTRPOS-20240600004,BANK-STMT-006
TXN-006-0004,410012345678,ACC-MERCHANT-16,3420.0,INR,2024-10-08T02:08:00Z,UPI,UTRUPI-20240600003,BANK-STMT-006
TXN-006-0005,410012345678,ACC-MERCHANT-26,7800.0,INR,2024-10-08T22:36:00Z,POS_DEBIT,UTRPOS-20240600005,BANK-STMT-006
TXN-006-0006,CDM-CASH-DEP-041,410012345678,45000.0,INR,2024-10-09T00:32:00Z,CASH_DEPOSIT,UTRCAS-20240600006,BANK-STMT-006
TXN-006-0007,410012345678,ACC-MERCHANT-36,10000.0,INR,2024-10-09T23:49:00Z,ATM_WDL,UTRATM-20240600008,BANK-STMT-006
TXN-006-0008,CDM-CASH-DEP-041,410012345678,45000.0,INR,2024-10-10T02:52:00Z,CASH_DEPOSIT,UTRCAS-20240600007,BANK-STMT-006
TXN-006-0009,410012345678,ACC-MERCHANT-46,10000.0,INR,2024-10-10T22:52:00Z,ATM_WDL,UTRATM-20240600009,BANK-STMT-006
TXN-006-0010,410012345678,ACC-MERCHANT-46,1250.0,INR,2024-10-11T02:22:00Z,UPI,UTRUPI-20240600010,BANK-STMT-006
TXN-006-0011,ACC-VICTIM-006,410012345678,750000.0,INR,2024-10-11T21:30:00Z,RTGS,UTRRBIRTGS202406991823,BANK-STMT-006
TXN-006-0012,410012345678,410012345678,525000.0,INR,2024-10-11T21:45:00Z,IMPS,UTRIMPS202406882194,BANK-STMT-006
TXN-006-0013,410012345678,ATM-CASH-OUT-01,10000.0,INR,2024-10-11T22:30:00Z,ATM_WDL,ATMWDL0600013,BANK-STMT-006
TXN-006-0014,410012345678,ATM-CASH-OUT-02,10000.0,INR,2024-10-11T22:42:00Z,ATM_WDL,ATMWDL0600014,BANK-STMT-006
TXN-006-0015,410012345678,ATM-CASH-OUT-03,10000.0,INR,2024-10-11T22:54:00Z,ATM_WDL,ATMWDL0600015,BANK-STMT-006
TXN-006-0016,410012345678,ATM-CASH-OUT-04,10000.0,INR,2024-10-11T23:06:00Z,ATM_WDL,ATMWDL0600016,BANK-STMT-006
