transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-001-0001,502001234567,ACC-MERCHANT-1,3420.0,INR,2024-10-07T03:27:00Z,UPI,UTRUPI-20240100002,BANK-STMT-001
TXN-001-0002,502001234567,ACC-MERCHANT-1,2500.0,INR,2024-10-07T04:17:00Z,UPI,UTRUPI-20240100001,BANK-STMT-001
TXN-001-0003,502001234567,ACC-MERCHANT-11,3420.0,INR,2024-10-08T02:08:00Z,UPI,UTRUPI-20240100003,BANK-STMT-001
TXN-001-0004,502001234567,ACC-MERCHANT-11,7800.0,INR,2024-10-08T03:18:00Z,POS_DEBIT,UTRPOS-20240100004,BANK-STMT-001
TXN-001-0005,CDM-CASH-DEP-041,502001234567,45000.0,INR,2024-10-08T23:36:00Z,CASH_DEPOSIT,UTRCAS-20240100006,BANK-STMT-001
TXN-001-0006,502001234567,ACC-MERCHANT-21,7800.0,INR,2024-10-09T04:19:00Z,POS_DEBIT,UTRPOS-20240100005,BANK-STMT-001
TXN-001-0007,CDM-CASH-DEP-041,502001234567,45000.0,INR,2024-10-09T22:26:00Z,CASH_DEPOSIT,UTRCAS-20240100007,BANK-STMT-001
TXN-001-0008,502001234567,ACC-MERCHANT-31,10000.0,INR,2024-10-10T02:09:00Z,ATM_WDL,UTRATM-20240100008,BANK-STMT-001
TXN-001-0009,502001234567,ACC-MERCHANT-41,1250.0,INR,2024-10-10T21:10:00Z,UPI,UTRUPI-20240100010,BANK-STMT-001
TXN-001-0010,502001234567,ACC-MERCHANT-41,10000.0,INR,2024-10-10T23:17:00Z,ATM_WDL,UTRATM-20240100009,BANK-STMT-001
TXN-001-0011,ACC-VICTIM-001,502001234567,500000.0,INR,2024-10-11T21:30:00Z,RTGS,UTRRBIRTGS202401991823,BANK-STMT-001
TXN-001-0012,502001234567,502001234567,350000.0,INR,2024-10-11T21:45:00Z,IMPS,UTRIMPS202401882194,BANK-STMT-001
TXN-001-0013,502001234567,ATM-CASH-OUT-01,10000.0,INR,2024-10-11T22:30:00Z,ATM_WDL,ATMWDL0100013,BANK-STMT-001
TXN-001-0014,502001234567,ATM-CASH-OUT-02,10000.0,INR,2024-10-11T22:42:00Z,ATM_WDL,ATMWDL0100014,BANK-STMT-001
TXN-001-0015,502001234567,ATM-CASH-OUT-03,10000.0,INR,2024-10-11T22:54:00Z,ATM_WDL,ATMWDL0100015,BANK-STMT-001
TXN-001-0016,502001234567,ATM-CASH-OUT-04,10000.0,INR,2024-10-11T23:06:00Z,ATM_WDL,ATMWDL0100016,BANK-STMT-001
