transaction_id,source_account,target_account,amount,currency,timestamp,transaction_type,reference_no,source_record_id
TXN-012-0001,110000001201,ACC-MERCHANT-12,2500.0,INR,2024-10-08T02:47:00Z,UPI,UTRUPI-20241200001,BANK-STMT-012
TXN-012-0002,110000001201,ACC-MERCHANT-12,3420.0,INR,2024-10-08T04:44:00Z,UPI,UTRUPI-20241200002,BANK-STMT-012
TXN-012-0003,110000001201,ACC-MERCHANT-22,3420.0,INR,2024-10-08T23:49:00Z,UPI,UTRUPI-20241200003,BANK-STMT-012
TXN-012-0004,110000001201,ACC-MERCHANT-22,7800.0,INR,2024-10-09T02:31:00Z,POS_DEBIT,UTRPOS-20241200004,BANK-STMT-012
TXN-012-0005,110000001201,ACC-MERCHANT-32,7800.0,INR,2024-10-09T21:28:00Z,POS_DEBIT,UTRPOS-20241200005,BANK-STMT-012
TXN-012-0006,CDM-CASH-DEP-041,110000001201,45000.0,INR,2024-10-09T22:38:00Z,CASH_DEPOSIT,UTRCAS-20241200006,BANK-STMT-012
TXN-012-0007,110000001201,ACC-MERCHANT-42,10000.0,INR,2024-10-11T01:43:00Z,ATM_WDL,UTRATM-20241200008,BANK-STMT-012
TXN-012-0008,CDM-CASH-DEP-041,110000001201,45000.0,INR,2024-10-11T02:06:00Z,CASH_DEPOSIT,UTRCAS-20241200007,BANK-STMT-012
TXN-012-0009,110000001201,ACC-MERCHANT-52,10000.0,INR,2024-10-11T22:51:00Z,ATM_WDL,UTRATM-20241200009,BANK-STMT-012
TXN-012-0010,110000001201,ACC-MERCHANT-52,1250.0,INR,2024-10-12T02:34:00Z,UPI,UTRUPI-20241200010,BANK-STMT-012
TXN-012-0011,ACC-VICTIM-012,110000001201,1050000.0,INR,2024-10-12T21:30:00Z,RTGS,UTRRBIRTGS202412991823,BANK-STMT-012
TXN-012-0012,110000001201,410012345678,735000.0,INR,2024-10-12T21:45:00Z,IMPS,UTRIMPS202412882194,BANK-STMT-012
TXN-012-0013,110000001201,ATM-CASH-OUT-01,10000.0,INR,2024-10-12T22:30:00Z,ATM_WDL,ATMWDL1200013,BANK-STMT-012
TXN-012-0014,110000001201,ATM-CASH-OUT-02,10000.0,INR,2024-10-12T22:42:00Z,ATM_WDL,ATMWDL1200014,BANK-STMT-012
TXN-012-0015,110000001201,ATM-CASH-OUT-03,10000.0,INR,2024-10-12T22:54:00Z,ATM_WDL,ATMWDL1200015,BANK-STMT-012
TXN-012-0016,110000001201,ATM-CASH-OUT-04,10000.0,INR,2024-10-12T23:06:00Z,ATM_WDL,ATMWDL1200016,BANK-STMT-012
