call_id,source_phone,target_phone,type,timestamp,duration_seconds,cell_tower,source_record_id
CDR-012-0001,+919910012221,9817346205,VOICE_IN,2024-10-13T10:27:00Z,210,TOWER-012-01,CDR-DUMP-012
CDR-012-0002,9817346205,9812027004,VOICE_OUT,2024-10-13T11:20:00Z,240,TOWER-012-01,CDR-DUMP-012
CDR-012-0003,9817346205,+919811012881,VOICE_OUT,2024-10-13T14:09:00Z,25,TOWER-012-01,CDR-DUMP-012
CDR-012-0004,9817346205,9812027004,VOICE_OUT,2024-10-13T17:14:00Z,120,TOWER-012-01,CDR-DUMP-012
CDR-012-0005,+919818012451,9817346205,VOICE_IN,2024-10-13T18:45:00Z,140,TOWER-012-01,CDR-DUMP-012
CDR-012-0006,+919810912711,9817346205,VOICE_IN,2024-10-13T19:21:00Z,60,TOWER-012-01,CDR-DUMP-012
CDR-012-0007,VK-JIO-OTP,9817346205,SMS_IN,2024-10-13T21:58:00Z,0,TOWER-012-01,CDR-DUMP-012
CDR-012-0008,9817346205,9817346205,VOICE_OUT,2024-10-14T06:03:00Z,85,TOWER-012-01,CDR-DUMP-012
CDR-012-0009,9817346205,+919910012221,VOICE_OUT,2024-10-14T09:56:00Z,210,TOWER-012-01,CDR-DUMP-012
CDR-012-0010,9817346205,+919811012881,VOICE_OUT,2024-10-14T13:40:00Z,210,TOWER-012-01,CDR-DUMP-012
CDR-012-0011,9817346205,9812027004,MISSED,2024-10-14T15:10:00Z,0,TOWER-012-01,CDR-DUMP-012
CDR-012-0012,9817346205,9812027004,VOICE_OUT,2024-10-14T19:00:00Z,120,TOWER-012-01,CDR-DUMP-012
CDR-012-0013,9817346205,+919818012451,VOICE_OUT,2024-10-14T19:23:00Z,210,TOWER-012-01,CDR-DUMP-012
CDR-012-0014,9817346205,+919810912711,VOICE_OUT,2024-10-14T22:01:00Z,210,TOWER-012-01,CDR-DUMP-012
CDR-012-0015,VK-JIO-OTP,9817346205,SMS_IN,2024-10-14T22:55:00Z,0,TOWER-012-01,CDR-DUMP-012
CDR-012-0016,9817346205,9817346205,VOICE_OUT,2024-10-15T05:36:00Z,40,TOWER-012-01,CDR-DUMP-012
CDR-012-0017,+919910012221,9817346205,VOICE_IN,2024-10-15T10:29:00Z,60,TOWER-012-01,CDR-DUMP-012
CDR-012-0018,+919818012451,9817346205,VOICE_IN,2024-10-15T12:13:00Z,140,TOWER-012-01,CDR-DUMP-012
CDR-012-0019,+919811012881,9817346205,VOICE_IN,2024-10-15T14:56:00Z,25,TOWER-012-01,CDR-DUMP-012
CDR-012-0020,+919810912711,9817346205,VOICE_IN,2024-10-15T15:33:00Z,140,TOWER-012-01,CDR-DUMP-012
CDR-012-0021,9817346205,9812027004,VOICE_OUT,2024-10-15T16:09:00Z,120,TOWER-012-01,CDR-DUMP-012
CDR-012-0022,9817346205,9812027004,VOICE_OUT,2024-10-15T18:24:00Z,120,TOWER-012-01,CDR-DUMP-012
CDR-012-0023,VK-JIO-OTP,9817346205,SMS_IN,2024-10-16T02:50:00Z,0,TOWER-012-01,CDR-DUMP-012
CDR-012-0024,9817346205,9817346205,VOICE_OUT,2024-10-16T05:53:00Z,40,TOWER-012-01,CDR-DUMP-012
CDR-012-0025,9817346205,9812027004,VOICE_OUT,2024-10-16T11:16:00Z,45,TOWER-012-01,CDR-DUMP-012
CDR-012-0026,+919818012451,9817346205,VOICE_IN,2024-10-16T15:21:00Z,60,TOWER-012-01,CDR-DUMP-012
CDR-012-0027,9817346205,9812027004,VOICE_OUT,2024-10-16T15:33:00Z,120,TOWER-012-01,CDR-DUMP-012
CDR-012-0028,+919910012221,9817346205,VOICE_IN,2024-10-16T17:22:00Z,60,TOWER-012-01,CDR-DUMP-012
